age,gender,income,education_level,purchase_frequency,avg_order_value,days_since_last_purchase,email_open_rate,loyalty_points,support_tickets
36,Female,48715.94,Some College,2,57.61,21,0.855,1428.0,1
36,Male,121018.44,Master,7,150.95,8,0.466,5150.0,0
50,Male,41942.45,Bachelor,9,337.43,7,0.957,8022.0,1
44,Female,48902.0,Bachelor,7,213.2,8,0.743,14097.0,0
45,Female,46502.99,Master,0,125.92,85,0.415,3611.0,3
51,Female,54528.51,Bachelor,4,156.48,140,0.496,5355.0,6
61,Female,112776.64,Bachelor,4,189.32,17,0.291,951.0,1
46,Non-binary,85908.08,Bachelor,5,249.51,12,0.947,2764.0,0
20,Male,20749.28,Bachelor,0,75.17,76,0.084,557.0,1
51,Male,75069.87,High School,5,115.96,67,0.117,3425.0,0
44,Male,57168.84,Bachelor,11,243.07,11,0.742,8776.0,1
60,Female,52179.99,Some College,6,248.37,20,0.845,2252.0,2
27,Male,23911.12,Bachelor,1,11.76,73,0.236,419.0,2
44,Male,31957.44,High School,3,255.06,118,0.506,8978.0,6
45,Male,60246.48,Some College,9,47.46,32,0.722,3183.0,1
54,Male,64369.74,Some College,7,174.92,12,0.869,9498.0,0
37,Male,80578.43,High School,1,18.91,81,0.154,98.0,3
45,Male,84500.85,Bachelor,3,152.35,142,0.242,3626.0,4
41,Male,42074.26,High School,2,34.97,93,0.03,711.0,1
20,Female,32035.01,Bachelor,2,25.97,46,0.223,513.0,1
27,Male,72793.3,High School,6,319.99,101,0.092,3585.0,1
36,Male,49493.3,Bachelor,3,182.25,97,0.206,7657.0,3
26,Male,45710.49,High School,0,96.65,98,0.02,512.0,0
45,Female,57516.05,High School,1,163.76,26,0.71,1628.0,1
49,Female,92115.46,Bachelor,10,197.66,3,0.902,10922.0,0
40,Male,93390.61,Some College,8,239.81,125,0.427,3877.0,2
49,Male,56083.27,High School,4,93.93,11,0.736,3485.0,0
44,Male,57398.8,Some College,6,116.94,1,0.611,5928.0,1
50,Female,77236.68,Bachelor,4,339.44,7,0.637,9171.0,0
30,Female,46977.88,Master,9,223.74,9,0.428,9815.0,0
28,Female,42640.16,Master,3,138.7,84,0.19,3420.0,1
31,Female,61168.76,Some College,11,500.0,13,0.704,12899.0,0
34,Male,58881.09,High School,2,23.97,117,0.441,1021.0,1
40,Female,58515.87,Some College,3,156.2,84,0.193,3205.0,3
46,Female,69956.7,Bachelor,3,214.11,121,0.267,5633.0,1
43,Male,33383.06,Some College,1,390.16,84,0.361,8581.0,0
47,Female,29096.73,High School,0,56.2,106,0.227,644.0,0
39,Male,25061.43,Some College,1,15.35,46,0.293,839.0,0
51,Female,105408.97,Master,7,500.0,13,0.859,6887.0,0
34,Male,38268.49,Some College,2,39.27,79,0.174,398.0,1
41,Male,38658.08,Bachelor,4,131.13,121,0.194,6342.0,1
48,Male,37037.62,High School,8,98.33,11,0.8,1466.0,0
32,Male,68769.61,Bachelor,12,500.0,1,0.561,9002.0,0
36,Male,60104.98,Bachelor,1,158.03,91,0.147,1169.0,5
42,Male,71018.45,Bachelor,6,143.29,11,0.659,3768.0,0
52,Male,62906.59,Some College,3,145.87,32,0.89,6276.0,2
51,Female,84068.02,Bachelor,13,271.95,11,0.701,8306.0,0
53,Female,82062.54,Bachelor,10,199.12,8,0.814,6965.0,0
50,Male,56803.12,Master,4,91.79,14,0.436,737.0,1
43,Male,89354.72,Bachelor,6,260.85,7,0.825,5876.0,0
46,Female,36905.47,Master,0,178.38,122,0.174,3060.0,3
37,Male,49996.65,Master,6,83.7,29,0.538,1693.0,0
34,Male,39917.04,Some College,2,54.47,49,0.191,295.0,2
42,Male,54261.35,Master,4,63.66,14,0.675,3175.0,1
36,Male,41638.99,High School,4,77.03,18,0.527,1526.0,2
43,,44022.43,High School,4,9.49,111,0.093,261.0,2
48,Female,22941.6,Some College,1,31.84,104,0.164,1318.0,0
33,Female,99545.76,Master,6,129.99,6,0.726,6299.0,1
63,Non-binary,37940.47,Doctorate,5,90.09,25,0.297,1156.0,1
29,Female,74049.29,Bachelor,4,59.3,88,0.246,2518.0,4
33,Male,40626.9,High School,7,46.41,9,0.578,3612.0,1
30,Female,36164.95,High School,3,6.61,65,0.212,761.0,0
33,Female,69334.19,Bachelor,3,135.22,74,0.595,1969.0,5
39,Female,52907.14,Bachelor,1,221.95,117,0.184,5484.0,1
64,Female,50399.93,Bachelor,5,132.07,25,0.603,5142.0,3
30,Male,58006.08,Bachelor,2,58.48,90,0.271,187.0,0
18,Female,51824.63,High School,0,39.98,104,0.191,725.0,1
57,Male,93777.81,Bachelor,10,213.22,2,0.73,6082.0,0
50,Male,46586.74,High School,3,63.84,21,0.667,1625.0,1
51,Male,39154.61,Bachelor,2,85.0,11,0.53,947.0,0
41,Male,85095.95,Bachelor,0,12.09,110,0.376,290.0,1
44,Male,64363.25,Bachelor,2,98.18,10,0.777,1625.0,2
31,Female,36646.65,Bachelor,2,382.0,81,0.225,5727.0,0
56,Female,79861.44,Some College,13,189.44,7,0.924,7392.0,0
41,Female,53839.56,Master,4,165.29,32,0.535,2694.0,4
34,Female,47414.69,Some College,1,76.51,119,0.042,709.0,1
55,Male,76902.68,Bachelor,3,68.44,8,0.719,466.0,0
53,Female,41390.24,High School,3,299.26,20,0.368,,0
27,Female,72877.62,Some College,1,174.38,91,0.246,2195.0,5
32,Male,46144.35,Bachelor,5,100.7,72,0.239,3695.0,3
27,Male,64329.67,Bachelor,2,89.87,69,0.146,5113.0,3
41,Female,57940.98,Bachelor,2,254.56,135,0.206,3565.0,6
54,Female,33780.71,Some College,3,172.53,73,0.212,4248.0,7
24,Male,68631.98,Bachelor,2,276.16,130,0.065,3789.0,2
24,Female,27136.0,Some College,1,115.54,49,0.558,286.0,0
28,Female,37070.81,High School,1,57.85,97,0.109,406.0,1
55,Female,42614.35,Bachelor,3,208.73,15,0.582,2034.0,1
61,Female,73604.7,Master,7,500.0,10,0.837,7079.0,1
38,Male,46658.9,High School,2,54.2,62,0.316,450.0,0
38,Female,48048.08,Doctorate,2,80.03,116,0.414,4011.0,6
48,Female,67843.06,Doctorate,13,444.93,4,0.76,10128.0,1
30,Male,56174.6,Master,15,470.31,13,0.727,,0
37,Female,37420.47,Bachelor,1,42.84,88,0.276,1007.0,1
53,Female,32836.0,Bachelor,4,217.05,18,0.787,581.0,4
31,Male,44952.2,High School,1,71.76,53,0.315,337.0,0
32,Female,52972.75,High School,1,199.02,141,0.162,1818.0,0
39,Male,59949.12,Bachelor,9,500.0,6,0.718,9029.0,0
53,Male,106877.23,Some College,12,253.15,4,0.69,14490.0,1
42,Female,57777.8,Master,6,207.36,9,0.739,2413.0,0
36,Female,66678.71,Doctorate,2,152.61,16,0.833,2151.0,2
51,Female,36197.67,Bachelor,3,91.07,12,0.55,1989.0,0
55,Male,50353.73,Bachelor,2,92.16,126,0.212,2999.0,1
48,Female,45610.95,Doctorate,6,247.13,72,0.247,3332.0,2
43,Male,28087.07,Bachelor,0,113.62,49,0.327,1041.0,1
26,Female,79796.27,Some College,1,86.96,103,0.429,7782.0,3
48,Female,51836.87,Master,3,30.82,114,0.033,882.0,1
41,Female,65790.72,Bachelor,4,98.2,73,0.188,2277.0,3
33,Female,26768.21,High School,1,64.02,56,0.178,225.0,1
28,Male,59879.52,Some College,3,40.7,26,0.713,2548.0,0
33,Non-binary,86717.22,Master,2,141.53,115,0.182,4524.0,0
45,Male,60805.88,High School,0,6.74,86,0.217,91.0,0
39,Male,28113.88,Master,2,40.8,8,0.661,1334.0,0
66,Male,53589.16,Bachelor,1,39.83,7,0.662,2187.0,0
47,Female,51226.25,High School,3,105.8,13,0.733,3181.0,2
21,Female,72607.07,Bachelor,11,206.54,8,0.739,9960.0,0
48,Female,42255.57,Bachelor,1,63.81,106,0.216,4472.0,3
53,Female,67846.28,High School,2,45.24,143,0.496,11596.0,3
31,Female,32243.72,Bachelor,6,179.86,26,0.398,6877.0,2
36,Female,71416.5,Doctorate,18,480.69,10,0.888,7919.0,1
18,Female,36652.16,Bachelor,6,287.76,28,0.689,1972.0,1
28,Male,67967.78,Bachelor,4,143.52,33,0.328,1502.0,2
35,Female,20769.01,Bachelor,1,95.62,98,0.475,1721.0,0
33,Non-binary,63735.6,Doctorate,1,78.91,103,0.327,3891.0,2
38,Female,82999.46,Master,2,99.62,113,0.269,2930.0,1
49,Female,58839.41,High School,6,84.64,124,0.082,7098.0,1
49,Female,55456.12,Some College,12,260.2,12,0.801,9299.0,0
33,Female,66593.61,Bachelor,8,33.71,21,0.567,757.0,0
44,Male,71244.98,Bachelor,8,500.0,6,0.803,10901.0,1
24,Female,52398.99,Bachelor,7,500.0,10,0.815,6785.0,0
56,Female,65976.1,Master,6,85.92,30,0.641,6866.0,0
18,Female,19571.98,Master,1,44.31,111,0.204,873.0,0
47,Male,37284.95,High School,2,20.16,92,0.226,1239.0,0
47,Male,70256.5,Master,4,146.91,112,0.274,2757.0,2
48,Male,69540.95,Bachelor,4,39.7,16,0.675,8737.0,0
50,Male,104899.41,Bachelor,1,198.8,149,0.559,6741.0,5
33,Male,50195.36,High School,2,39.21,50,0.207,704.0,2
39,Female,,Some College,11,494.8,1,0.724,10335.0,0
45,Male,30166.5,Bachelor,1,24.57,81,0.457,111.0,2
39,Male,45065.7,Bachelor,6,98.71,11,0.666,1544.0,0
41,Male,32182.6,Bachelor,1,74.67,110,0.491,245.0,2
24,Female,39449.96,High School,0,16.45,95,0.407,473.0,0
47,Female,42229.43,Some College,1,249.6,142,0.555,7066.0,1
30,Male,45744.26,High School,2,70.65,7,0.497,4619.0,2
49,Male,73942.56,Master,7,212.88,1,0.623,6888.0,0
39,Male,29034.1,Bachelor,6,98.09,23,0.745,3477.0,1
22,Female,59841.39,Some College,3,138.91,28,0.705,6528.0,3
41,Female,113645.28,Some College,4,354.93,2,0.527,6794.0,1
30,Female,47829.49,High School,1,29.37,66,0.397,755.0,1
49,Female,59711.96,Some College,4,170.31,111,0.15,5220.0,2
29,Female,53915.87,High School,1,266.04,108,0.464,8409.0,5
40,Female,106012.42,Doctorate,12,299.39,12,0.778,6792.0,0
56,Male,59190.97,Some College,3,128.82,31,0.478,2932.0,3
20,Male,31785.93,High School,0,103.95,65,0.36,969.0,2
45,Male,72693.28,Master,1,171.52,80,0.092,5541.0,3
34,Male,48039.13,Doctorate,4,164.66,23,0.764,,0
46,Male,38181.13,Some College,1,39.98,103,0.483,1435.0,1
62,Male,50573.86,Some College,5,196.23,17,0.666,6128.0,1
54,Male,49860.66,Bachelor,3,160.98,105,0.114,10012.0,6
34,Female,62436.36,Some College,7,184.99,11,0.874,14636.0,0
44,Female,40928.05,High School,0,110.15,67,0.368,2651.0,5
42,Male,96962.86,Bachelor,2,134.0,123,0.033,1397.0,5
22,Male,45070.19,Bachelor,0,69.42,91,0.251,729.0,0
29,Female,45360.65,Some College,1,,75,0.463,7622.0,1
51,Non-binary,22541.95,Bachelor,6,158.07,34,0.275,4708.0,1
45,Male,98858.75,Master,3,242.53,12,0.863,7421.0,0
44,Female,51957.95,Some College,1,27.78,93,0.151,1249.0,0
48,Female,74752.87,Some College,7,117.79,110,0.161,5938.0,2
43,Female,32367.46,Doctorate,1,91.53,31,0.546,1442.0,2
36,Female,45710.17,High School,2,43.24,112,0.064,775.0,0
63,Male,68102.39,Some College,4,110.61,10,0.503,1265.0,4
31,Male,25364.05,High School,4,10.06,98,0.293,738.0,1
51,Female,23173.1,Some College,0,32.57,64,0.171,445.0,0
36,Female,64807.87,Doctorate,14,219.53,7,0.629,13348.0,1
35,Female,52953.01,High School,3,84.7,17,0.538,1674.0,2
33,Male,57101.18,High School,0,98.76,116,0.264,6923.0,0
37,Male,38031.08,Master,3,41.13,8,0.621,4790.0,1
42,Male,97397.48,Master,8,500.0,13,0.812,14386.0,0
44,Non-binary,40533.78,Doctorate,3,66.95,24,0.773,2066.0,1
44,Male,92043.86,Master,13,500.0,12,0.961,7879.0,0
44,Male,66072.19,Master,7,449.12,4,0.85,4582.0,0
28,Female,41318.88,Bachelor,3,235.51,23,0.441,3003.0,2
53,Male,64132.89,Some College,3,356.32,148,0.462,5749.0,3
37,Male,43348.37,Bachelor,7,59.56,21,0.955,1134.0,1
44,Male,41052.97,Some College,2,37.62,111,0.145,581.0,2
37,Female,70092.9,Bachelor,10,209.37,6,0.736,4739.0,0
53,Male,39158.73,Bachelor,2,156.29,65,0.394,2731.0,1
30,Male,34180.95,High School,1,23.03,71,0.207,1232.0,3
53,Female,69258.89,Bachelor,6,159.28,31,0.454,1455.0,1
48,Female,36210.36,Some College,1,157.37,82,0.251,4086.0,1
39,Female,86541.19,Master,13,126.18,4,0.832,10668.0,0
34,Female,54261.47,High School,3,190.57,121,0.17,3982.0,2
45,Female,66741.91,Master,6,277.29,2,0.766,12071.0,1
36,Female,62038.46,Bachelor,7,269.72,6,0.858,6660.0,0
40,Male,53332.49,High School,6,96.53,33,0.779,2829.0,0
39,Male,80872.04,Bachelor,2,190.28,73,0.231,5891.0,4
44,Female,73125.71,Some College,5,19.56,20,0.352,7434.0,1
53,Male,84371.78,Master,11,452.18,7,0.732,6622.0,0
40,Male,61814.38,Some College,5,283.9,28,0.812,3698.0,1
51,Male,71834.64,Master,11,209.28,12,0.802,15384.0,3
38,Female,61422.64,High School,11,500.0,8,0.875,11601.0,0
41,Female,84488.92,Bachelor,15,476.78,13,0.848,7779.0,1
45,,61953.65,Bachelor,2,163.53,125,0.389,5392.0,2
37,Male,54995.57,High School,11,169.67,32,0.622,1100.0,1
31,Male,49436.02,Some College,7,203.95,8,0.61,6934.0,1
40,Male,61144.4,Some College,7,277.81,10,0.775,3954.0,2
49,Male,47606.22,Some College,3,151.12,17,0.747,3651.0,0
34,Male,61582.9,Some College,6,200.3,8,0.7,643.0,4
35,Female,33900.21,Master,2,40.09,64,0.127,35.0,1
43,Non-binary,34521.27,High School,2,28.03,117,0.147,305.0,0
43,Male,49009.18,Doctorate,6,219.23,6,0.814,7902.0,0
56,Male,81836.03,Doctorate,13,441.55,6,0.54,10444.0,0
48,Female,63029.47,Some College,9,303.49,9,0.707,12454.0,0
41,Male,44709.97,Bachelor,1,6.14,99,0.455,365.0,2
47,Male,42028.01,Doctorate,2,112.95,7,0.481,1392.0,2
21,Male,28867.58,High School,0,80.31,87,0.047,344.0,0
43,Female,56553.41,Bachelor,5,217.37,64,0.478,6023.0,1
48,Male,70443.66,Master,1,369.85,83,0.065,3413.0,3
49,Male,63089.88,Bachelor,5,145.74,30,0.587,919.0,0
41,Female,67301.31,Master,13,261.83,4,0.907,7498.0,1
36,Male,68799.46,High School,0,20.19,116,0.118,298.0,2
27,Female,39922.67,High School,5,148.3,11,0.511,3017.0,0
54,Female,29888.72,Some College,2,57.57,70,0.335,214.0,0
39,Male,55931.91,Some College,8,56.88,23,0.294,3744.0,1
24,Male,87473.01,Master,8,433.12,3,0.986,4819.0,0
37,Female,72663.16,Bachelor,0,165.49,75,0.153,2103.0,8
34,Male,43551.42,Some College,0,5.0,79,0.304,1135.0,1
47,Male,84361.17,Doctorate,12,364.58,6,0.707,3629.0,1
34,Male,51767.43,Master,10,236.68,12,0.892,7552.0,0
35,Non-binary,31259.58,Bachelor,1,195.22,104,0.328,4767.0,3
38,Non-binary,79946.9,Doctorate,6,324.5,6,0.753,8563.0,0
45,Female,56787.44,Some College,7,184.17,30,0.404,2838.0,0
55,Male,141796.67,Master,5,234.07,3,0.869,5047.0,0
38,Male,31540.37,Some College,5,89.26,11,0.355,2693.0,1
68,Male,54839.36,Bachelor,2,317.45,107,0.467,8937.0,3
49,Male,54224.79,Bachelor,3,96.13,10,0.664,4088.0,2
53,Female,88398.75,Doctorate,9,123.03,12,0.957,13823.0,1
27,Female,27654.66,Some College,2,43.03,81,0.498,305.0,0
62,Male,70127.8,Master,8,102.21,12,0.79,1478.0,2
32,Female,76824.98,Some College,3,252.55,73,0.408,4895.0,3
36,Male,64306.49,Master,11,367.88,13,0.879,6350.0,0
25,Female,52090.65,Master,7,69.66,17,0.641,911.0,0
39,Male,36018.28,Bachelor,1,192.2,108,0.214,3914.0,5
35,Male,40515.33,Bachelor,2,89.95,62,0.18,,2
26,Male,51623.48,Master,3,232.25,12,0.699,2905.0,1
48,Male,60991.91,Bachelor,9,301.56,5,0.747,6936.0,1
18,Female,39267.09,Bachelor,4,73.41,8,0.85,2528.0,0
32,Female,91531.81,Master,9,273.9,12,0.735,8377.0,0
48,Female,76690.0,Bachelor,2,92.94,28,0.315,2004.0,1
51,Female,51699.74,Doctorate,1,173.41,25,0.446,1864.0,1
33,Male,48249.3,Bachelor,2,202.11,92,0.423,6319.0,4
38,Male,50213.79,Some College,7,103.37,65,0.295,1582.0,2
43,Male,72924.85,Master,4,135.86,108,0.094,6977.0,4
45,Male,75620.62,Some College,0,308.62,92,0.197,3829.0,4
52,Male,54048.54,Master,9,161.59,2,0.907,12036.0,0
40,Female,58752.22,Doctorate,4,234.39,95,0.056,4697.0,2
35,Female,52019.64,Master,7,204.36,132,0.188,2256.0,0
40,Male,57162.35,Bachelor,5,59.92,13,0.638,3492.0,0
18,Male,47129.23,Master,6,105.56,16,0.672,3441.0,1
39,Female,86339.33,Bachelor,6,143.53,15,0.71,1703.0,1
31,Female,52832.85,Some College,12,392.59,10,0.974,8232.0,1
51,Male,50053.92,Bachelor,4,97.39,14,0.714,1956.0,1
35,Male,30555.28,Bachelor,4,221.19,28,0.599,1850.0,2
34,Female,74958.73,Doctorate,6,185.62,4,0.883,15132.0,1
30,Female,42561.0,Some College,4,68.57,20,0.358,1881.0,1
36,Female,27998.93,High School,2,29.18,73,0.157,525.0,1
29,Male,117789.66,High School,4,368.79,116,0.261,3942.0,2
35,Female,83357.92,Some College,2,60.04,94,0.378,2908.0,4
29,Female,42785.03,Bachelor,1,41.22,78,0.301,1161.0,1
32,Male,42461.55,Some College,3,19.42,82,0.162,1100.0,1
53,Male,48993.5,Some College,6,178.54,18,0.739,2233.0,1
36,Female,82011.09,Some College,4,443.82,76,0.187,1971.0,2
38,Male,79117.04,Some College,2,225.74,115,0.135,1558.0,3
34,Male,34542.47,Some College,0,22.34,56,0.232,116.0,0
30,Male,50825.69,Master,2,128.67,142,0.283,3036.0,5
25,Male,45924.52,Doctorate,0,30.86,112,0.277,237.0,0
19,Female,45116.48,Bachelor,6,116.73,21,0.752,1309.0,1
45,Male,86618.01,Some College,2,87.32,74,0.197,4649.0,2
42,Male,66020.99,High School,1,17.43,66,0.415,127.0,2
38,Female,45909.44,Some College,0,31.72,81,0.161,827.0,2
23,Female,33637.5,Bachelor,4,175.65,13,0.438,2790.0,1
46,Male,69712.96,Bachelor,13,138.78,10,0.894,14842.0,0
40,Male,79354.95,Some College,2,306.36,107,0.189,2204.0,3
36,Male,71682.25,Master,3,219.62,143,0.216,4684.0,1
41,Female,35265.11,Some College,1,23.33,52,0.181,303.0,0
34,Male,31249.91,Some College,0,1974.296504620986,83,0.232,943.0,2
30,Female,34883.65,Bachelor,1,226.3,97,0.155,2840.0,1
32,Female,45763.99,Bachelor,5,123.18,34,0.573,3006.0,0
47,Male,52519.42,Some College,2,110.98,61,0.166,10013.0,0
46,Female,50024.83,Doctorate,7,178.05,12,0.95,9320.0,0
43,Female,38735.75,High School,1,18.98,57,0.431,474.0,1
52,Female,54582.14,Some College,0,,99,0.465,5735.0,6
41,Female,28274.67,Some College,1,67.52,81,0.459,375.0,3
38,Male,59609.33,Bachelor,7,161.39,30,0.617,1802.0,0
41,Female,75048.31,Master,11,195.29,5,0.952,5189.0,2
55,Male,79690.64,Doctorate,9,485.13,9,0.745,18871.0,0
51,Male,68402.57,Bachelor,12,402.87,10,0.804,8294.0,0
31,Male,70219.92,Some College,2,173.5,9,0.83,6626.0,0
47,Female,81249.22,Some College,3,222.44,105,0.096,12774.0,1
48,Male,68266.98,High School,2,164.03,139,0.178,1387.0,3
38,Male,82234.55,Master,8,293.6,12,0.698,6026.0,1
46,Male,40269.52,Some College,3,5.0,51,0.538,166.0,1
36,Male,61543.08,Bachelor,10,250.13,4,0.853,13009.0,0
29,Male,77413.54,Bachelor,3,236.51,100,0.188,1856.0,4
40,Female,47522.88,Bachelor,5,202.05,28,0.537,2325.0,1
49,Female,39145.63,Master,3,80.74,34,0.711,901.0,0
41,Female,51708.26,Some College,6,104.05,14,0.631,2592.0,0
24,Female,42315.52,Some College,0,12.61,49,0.218,156.0,0
51,Male,63578.76,Bachelor,11,318.65,3,0.712,6842.0,0
42,Male,38193.23,Master,2,70.29,32,0.671,2940.0,1
37,Female,105683.56,Master,1,222.39,97,0.158,4846.0,4
36,Female,53464.87,Bachelor,2,192.04,124,0.089,1054.0,2
37,Female,57853.63,Bachelor,1,153.17,105,0.487,4250.0,3
23,Male,46589.71,Bachelor,2,80.93,33,0.754,3163.0,1
56,Male,80979.42,Bachelor,6,219.98,27,0.856,2490.0,0
52,Male,82452.36,Bachelor,8,321.59,13,0.748,8205.0,2
43,Female,108306.88,Master,4,106.49,88,0.543,9001.0,3
26,Female,106482.76,Doctorate,7,110.72,23,0.777,1207.0,0
45,Female,37962.53,Master,1,168.65,125,0.223,2725.0,3
24,Female,43391.39,High School,0,29.5,99,0.324,230.0,1
26,Female,74669.04,Bachelor,1,172.13,66,0.493,2309.0,3
30,Female,46755.99,Some College,0,24.3,59,0.324,282.0,0
44,Female,27368.07,High School,3,27.76,108,0.355,1279.0,0
47,Male,64503.0,Bachelor,5,321.81,6,0.863,9197.0,0
50,Male,39534.97,High School,2,5.54,98,0.439,1004.0,1
25,Female,44333.72,Some College,1,98.5,102,0.239,140.0,0
22,Female,23723.45,High School,3,42.05,77,0.407,648.0,1
49,Male,27057.01,Some College,5,196.33,14,0.814,1610.0,1
34,Female,69279.62,Doctorate,5,248.78,118,0.216,3297.0,3
31,Male,34563.59,High School,0,11.83,55,0.36,172.0,0
57,Female,109554.05,Bachelor,9,342.08,11,0.896,6876.0,0
45,Female,71431.62,Some College,1,336.75,120,0.277,974.0,1
33,Female,40028.85,Some College,0,30.59,65,0.185,221.0,1
36,Female,26876.68,Master,0,49.92,60,0.151,684.0,0
50,Male,52665.9,Bachelor,3,270.71,91,0.229,3711.0,4
51,Non-binary,42517.62,Master,0,128.72,74,0.3,5085.0,0
54,Male,51503.92,Some College,5,308.38,9,0.899,11665.0,0
18,Female,66444.24,Some College,1,212.35,109,0.125,1994.0,3
32,Male,46299.67,Bachelor,3,17.24,79,0.637,510.0,1
24,Male,75213.73,High School,3,27.81,30,0.612,1397.0,0
31,Female,75126.43,Bachelor,14,500.0,8,0.647,3518.0,2
53,Female,48478.49,Bachelor,7,155.23,28,0.637,4668.0,1
64,Female,61221.57,Doctorate,3,103.69,62,0.388,7469.0,4
39,Female,49948.52,Bachelor,9,488.36,7,0.779,7885.0,0
24,Male,54239.47,Master,3,157.96,130,0.131,3723.0,5
45,Female,73821.51,Bachelor,5,101.73,10,0.463,4137.0,0
41,Female,51243.35,Some College,2,145.12,17,0.564,3129.0,0
54,Female,27691.37,High School,1,28.83,51,0.464,902.0,1
39,Female,23416.13,Some College,2,26.81,79,0.658,191.0,1
18,Female,59884.75,High School,3,93.93,79,0.277,4009.0,4
34,Female,45575.75,High School,1,20.06,69,0.159,262.0,0
31,Female,25641.39,Some College,0,48.94,95,0.441,1205.0,2
44,Male,39222.81,Some College,0,51.12,51,0.26,613.0,1
35,Female,36409.38,Some College,2,20.91,90,0.206,223.0,1
39,Male,30795.41,Doctorate,3,263.28,88,0.444,6613.0,3
63,Male,48150.15,High School,4,175.23,29,0.827,2555.0,0
28,Male,53516.76,Doctorate,4,162.5,85,0.471,7605.0,2
22,Male,36178.01,Some College,0,5.0,75,0.216,849.0,3
36,Female,63263.97,Master,6,202.61,1,0.844,11226.0,0
30,Male,46740.78,Bachelor,7,157.0,23,0.331,951.0,2
46,Female,66266.52,Some College,4,198.05,15,0.597,2797.0,0
48,Female,51986.78,Master,3,108.24,104,0.117,5619.0,2
56,Female,64779.05,Master,1,103.95,79,0.175,3191.0,1
28,Male,56402.89,Master,3,136.27,128,0.361,8689.0,3
39,Female,19557.9,Bachelor,2,42.29,56,0.132,230.0,1
64,Male,716425.7793159995,High School,5,128.68,18,0.443,1236.0,1
41,Non-binary,73039.78,Doctorate,7,232.18,11,0.938,6529.0,0
75,Male,47363.1,Master,4,111.47,27,0.857,4326.0,0
31,Female,73516.86,Doctorate,16,175.18,13,0.795,7125.0,1
37,Male,102023.81,Master,10,362.11,5,0.893,8667.0,1
39,Male,57989.06,Master,3,337.12,4,0.726,8825.0,0
29,Female,83668.88,Bachelor,3,155.81,69,0.524,6358.0,1
46,Female,85833.49,Bachelor,12,200.5,5,0.891,10528.0,1
32,Male,64542.84,Master,0,50.06,76,0.212,336.0,1
18,Female,43466.66,High School,1,29.97,114,0.128,1130.0,1
43,Male,78899.14,Doctorate,8,235.07,12,0.947,10659.0,0
36,Male,56919.4,Some College,2,85.33,14,0.505,1476.0,1
30,Male,34053.02,Some College,3,104.31,12,0.774,1391.0,1
37,Male,59281.27,Bachelor,3,101.15,20,0.691,2268.0,0
67,Male,94323.03,Bachelor,2,321.83,113,0.02,2275.0,1
24,Male,44953.49,Some College,3,173.64,80,0.126,4004.0,2
29,Female,62534.31,Master,13,222.01,9,0.763,13399.0,0
34,Male,53931.15,Some College,1,69.82,8,0.589,4248.0,2
42,Male,33233.39,Bachelor,3,96.83,31,0.349,4977.0,2
48,Male,106446.14,Some College,13,472.78,13,0.881,5535.0,1
27,Non-binary,40426.22,High School,3,103.59,31,0.737,1687.0,1
48,Male,47353.29,Some College,8,434.52,7,0.517,2994.0,0
34,Male,70967.77,Some College,4,213.24,3,0.656,,0
38,Female,31435.11,Bachelor,6,81.35,66,0.18,1233.0,0
39,Male,28307.46,Some College,0,29.09,112,0.268,1526.0,2
34,Male,35676.5,Bachelor,2,41.35,112,0.122,185.0,1
49,Female,73350.72,Master,2,210.79,132,,2545.0,1
55,Male,68274.38,Bachelor,12,461.05,11,0.941,4731.0,0
18,Male,41804.06,Bachelor,0,29.4,115,0.137,698.0,0
52,Female,91459.13,Master,4,95.92,129,0.148,3260.0,3
47,Non-binary,69011.23,High School,6,52.76,12,0.709,2150.0,1
54,Non-binary,29825.4,Bachelor,2,166.02,7,0.939,1367.0,0
39,Female,40871.48,Bachelor,1,263.39,127,0.346,4658.0,1
21,Male,39151.54,Some College,0,32.97,52,0.157,663.0,0
18,Female,27522.94,Some College,2,14.88,110,0.315,479.0,2
52,Female,70429.36,Bachelor,5,299.67,2,0.718,6086.0,0
29,Female,26474.19,Some College,2,45.16,103,0.165,128.0,1
48,Male,96374.95,Bachelor,9,407.11,3,0.824,8121.0,0
18,Non-binary,62043.57,Some College,1,55.8,76,0.297,502.0,0
45,Female,41880.1,Bachelor,0,51.8,93,0.447,143.0,0
44,Male,39402.47,High School,1,5.0,94,0.312,1063.0,2
60,Female,32701.01,High School,2,87.85,10,0.496,1999.0,1
22,Female,19333.31,Some College,1,37.15,119,0.04,99.0,0
52,Male,18311.4,Some College,0,13.13,77,0.258,399.0,1
53,Female,73028.75,Bachelor,4,184.83,141,0.139,2431.0,3
38,Male,54212.67,Bachelor,4,50.05,29,0.742,1114.0,1
60,Male,42570.24,Some College,3,57.8,20,0.351,3752.0,0
39,Female,22829.89,Some College,1,23.5,89,0.285,907.0,1
48,Female,57403.78,Bachelor,2,126.55,9,0.741,2125.0,2
61,Male,48867.39,Bachelor,4,75.02,27,0.665,6058.0,0
37,Female,109465.83,Master,11,259.09,9,0.707,9269.0,0
37,Female,38830.52,Some College,0,33.55,103,0.424,999.0,3
45,Female,107266.43,Bachelor,3,492.52,138,0.245,6736.0,4
36,Male,121353.81,Master,4,245.7,137,0.435,2530.0,3
